Similar_Facility_Unit_ID,Facility_Unit.ID,State,Facility_Name,Facility_ID,Unit_ID,Associated_Stacks,Year,Program_Code,Primary_Rep_Info,EPA_Region,NERC_Region,County,County_Code,FIPS_Code,Source_Category,Latitude,Longitude,Owner_Operator,SO2_Phase,NOx_Phase,Unit_Type,Primary_Fuel_Type,Secondary_Fuel_Type,SO2_Controls,NOx_Controls,PM_Controls,Hg_Controls,Commercial_Operation_Date,Operating_Status,Max_Hourly_HI_Rate,Associated_Generators_Capacity,Estimated_NameplateCapacity_MW,min_gen_MW,mean_gen_MW,max_gen_MW,avg_operating_time,non_zero_count,unique_day_hours,start_date,end_date,non_zero_count_CO2,mean_CO2_tons_MW,mean_NOx_lbs_MW,mean_SO2_lbs_MW,mean_Heat_Input_mmBtu,Total_Expected_Points,Time_Slots_Above_3,Reliability_Score_3,Reliability_Label,date_range,CF,mean_CO2_tons_MW_estimate,mean_NOx_lbs_MW_estimate,mean_SO2_lbs_MW_estimate,mean_HI_mmBtu_per_MW,Operation_Year,Age_of_Facility
,10111_EUBHB9,MI,DTE Pontiac North LLC,10111,EUBHB9,,2017,"CSNOX, CSSO2G1, MATS",603212,5,,Oakland County,MI125,125,Cogeneration,42.6603,-83.2983,DTE Pontiac North LLC (Owner)|DTE Pontiac North LLC (Operator),,,Circulating fluidized bed boiler,Coal,Other Gas,Fluidized Bed Limestone Injection,Overfire Air,Baghouse,,1978-07-01,Operating (Retired 01/10/2017),431,GEN1 (28),28,,,,,,,,,,,,,,,,,,,,,,,,1978,46
,1011_1,IN,Broadway Avenue Generating Station,1011,1,,2019,,,5,,Vanderburgh County,IN163,163,Electric Utility,37.9694,-87.6044,Southern Indiana Gas and Electric Company (Owner)|Southern Indiana Gas and Electric Company (Operator),,,Combustion turbine,Pipeline Natural Gas,,,,,,1971-01-01,Retired,770,1 (62),62,0,18.7222222222222,57,0.608888888888889,16,18,2013-01-11,2013-06-25,0,,4.92351632047478,0.00749851632047478,234.031722222222,144,0,0,Low,165,,,,,,1971,53
,1011_2,IN,Broadway Avenue Generating Station,1011,2,,2019,"CSNOX, CSOSG2, CSSO2G1",606261,5,,Vanderburgh County,IN163,163,Electric Utility,37.9694,-87.6044,Southern Indiana Gas and Electric Company (Owner)|Southern Indiana Gas and Electric Company (Operator),,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Water Injection,,,1981-06-15,Operating (Retired 12/22/2019),1500,2 (80),80,0,33.723124516628,80,0.80153905645785,1154,1089,2013-01-30,2018-10-09,0,,2.77836492064948,0.00743748279974314,417.952523588554,4080,14,0.343137254901961,Low,2078,,,,,,1981,43
,1012_2,IN,F B Culley Generating Station,1012,2,"CS023, MS2",2013,"ARP, CAIRNOX, CAIROS, CAIRSO2",606261,5,ECAR,Warrick County,IN173,173,Electric Utility,37.91,-87.3267,Southern Indiana Gas and Electric Company (Owner)|Southern Indiana Gas and Electric Company (Operator),Table 1,Phase 1 Group 1,Dry bottom wall-fired boiler,Coal,,Wet Limestone,Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction,Electrostatic Precipitator,,1966-12-01,Operating,2735.2,2 (100),100,0,64.9079107505071,102,0.989531440162272,32574,8651,2013-01-01,2023-12-24,33051,1.29216521016271,2.7878304245407,1.72068587436722,820.475818371487,8712,7191,82.5413223140496,Medium,4009,,,,,,1966,58
,1012_3,IN,F B Culley Generating Station,1012,3,CS023,2013,"ARP, CAIRNOX, CAIROS, CAIRSO2",606261,5,ECAR,Warrick County,IN173,173,Electric Utility,37.91,-87.3267,Southern Indiana Gas and Electric Company (Owner)|Southern Indiana Gas and Electric Company (Operator),Table 1,Phase 1 Group 1,Dry bottom wall-fired boiler,Coal,,Wet Limestone,Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction,Baghouse,,1973-04-01,Operating,3781,3 (289),289,0,218.366820122672,289,0.997718048929749,70752,8784,2013-01-01,2023-12-31,71762,1.17815073543555,1.29195449619104,1.73729953492774,2510.88657872849,8784,8760,99.7267759562842,High,4016,,,,,,1973,51
,10143_AAB01,PA,Colver Green Energy,10143,AAB01,,2013,"CAIRNOX, CAIROS, CAIRSO2",604396,3,MAAC,Cambria County,PA021,21,Electric Utility,40.55,-78.8,"Northern Star Generating Services (Owner)|Constellation Energy Generation, LLC (Owner)|A/C Power - Colver Operations (Operator)",,,Circulating fluidized bed boiler,Coal Refuse,,Dry Lime FGD,Ammonia Injection,Baghouse,,1995-05-16,Operating,1400,COLV (118),118,0,113.283654997366,127,0.994395622814999,82759,8784,2013-01-01,2023-12-31,25408,1.09068513295182,1.6887219227758,5.73842735521307,1265.98062025286,8784,8760,99.7267759562842,High,4016,,,,,,1995,29
,10156_GEN1,CA,"Fresno Cogeneration Partners, LP",10156,GEN1,,2013,ARP,602281,9,,Fresno County,CA019,19,Electric Utility,36.6183,-120.1,"Fresno Cogeneration Partners, LP (Owner)|Wellhead Electric Company, Inc (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,,,Water Injection|Selective Catalytic Reduction,,,2005-01-17,Operating,495,"GEN2 (12.5), GEN4 (71.2)",83.7,0,22.5470787922101,50,0.851992138645703,5389,3495,2013-01-03,2023-12-26,5597,0.638776316206536,0.102906447114013,0.00645045009350534,242.336762551367,6720,495,7.36607142857143,Low,4009,,,,,,2005,19
,10169_D1,CA,Carson Cogeneration Company,10169,D1,,2013,ARP,1321,9,,Los Angeles County,CA037,37,Electric Utility,33.8759,-118.2491,"CMD Carson, LLC (Owner)|General Electric Contractual Services (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,,,Water Injection|Selective Catalytic Reduction,,,2003-11-20,Operating,453,"GEN2 (10.5), GEN1 (45.3)",55.8,0,40.9782363977486,56,0.925620262664165,13125,6533,2013-01-01,2023-12-08,13323,0.491321016052085,0.365758808501287,0.00496176618714917,338.795284502814,7464,1504,20.1500535905681,Low,3993,,,,,,2003,21
,10190_1,NY,"Castleton Power, LLC",10190,1,,2013,"ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI",605903,2,NPCC,Rensselaer County,NY083,83,Electric Utility,42.5375,-73.7433,"Castleton Power, LLC (Owner)|Castleton Energy Services (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Steam Injection,,,1992-09-01,Operating,615,"GEN1 (47), GEN2 (25)",72,0,56.9541708481586,78,0.968168962685886,32644,8632,2013-01-03,2023-12-22,32864,0.52418606980688,0.640125821753672,0.00622093533615545,499.472252075541,8736,6504,74.4505494505495,Medium,4005,,,,,,1992,32
,10294_2,CA,King City Power Plant,10294,2,,2013,ARP,602934,9,,Monterey County,CA053,53,Electric Utility,36.225,-121.1278,"Gilroy Energy Center, LLC (Owner)|Gilroy Energy Center, LLC (Operator)",Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Dry Low NOx Burners|Water Injection|Ammonia Injection|Selective Catalytic Reduction,,,2001-09-30,Operating,500,CTG1 (47.3),47.3,0,28.8012512030799,47,0.699042348411935,4119,2359,2013-01-05,2023-11-18,4156,0.497744005747799,0.133545080118298,0.00502581496766863,241.231411693936,8280,460,5.55555555555556,Low,3969,,,,,,2001,23
,10294_GTG,CA,King City Power Plant,10294,GTG,,2019,ARP,603807,9,,Monterey County,CA053,53,Electric Utility,36.225,-121.1278,"Calpine King City Cogen, LLC (Owner) (Started May 13, 2019)|Calpine King City Cogen, LLC (Operator) (Started May 13, 2019) (Ended May 14, 2019)|Calpine Operating Services Company, Inc. (Operator) (Started May 14, 2019)",Phase 2,,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners|Selective Catalytic Reduction,,,1989-02-01,Operating,1022,"GTG (90.8), STG (42.4)",133.2,0,80.8451557093426,121,0.888667820069204,3366,2415,2019-09-05,2023-12-14,3468,0.488155162267139,0.58492838417668,0.00493585285211381,665.008005190311,5064,276,5.45023696682464,Low,1561,,,,,,1989,35
,10298_CG801,TX,Air Liquide Bayport Complex,10298,CG801,,2013,"CAIRNOX, CAIRSO2",1990,6,,Harris County,TX201,201,Cogeneration,29.6225,-95.0458,Air Liquide (Owner/Operator)|Air Liquide (Owner/Operator),,,Combustion turbine,Pipeline Natural Gas,Other Gas,,Dry Low NOx Burners|Other,,,1984-12-01,Operating,1200,GEN1 (75),75,0,69.4218271284003,94,0.998572671989602,85353,8784,2013-01-01,2023-12-31,85494,0.780520214512349,0.281615430111302,0.0077828755088788,928.930025693993,8784,8760,99.7267759562842,High,4016,,,,,,1984,40
,10298_CG802,TX,Air Liquide Bayport Complex,10298,CG802,,2013,"CAIRNOX, CAIRSO2",1990,6,,Harris County,TX201,201,Cogeneration,29.6225,-95.0458,Air Liquide (Owner/Operator)|Air Liquide (Owner/Operator),,,Combustion turbine,Pipeline Natural Gas,Other Gas,,Dry Low NOx Burners|Other,,,1984-12-01,Operating,1200,GEN2 (75),75,0,67.7504198555021,92,0.998376596296255,87909,8784,2013-01-01,2023-12-31,88101,0.788527751737057,0.337353082449589,0.00819693665670598,943.74021324151,8784,8760,99.7267759562842,High,4016,,,,,,1984,40
,10298_CG803,TX,Air Liquide Bayport Complex,10298,CG803,,2013,"CAIRNOX, CAIRSO2",1990,6,,Harris County,TX201,201,Cogeneration,29.6225,-95.0458,Air Liquide (Owner/Operator)|Air Liquide (Owner/Operator),,,Combustion turbine,Pipeline Natural Gas,Other Gas,,Dry Low NOx Burners|Other,,,1985-03-01,Operating,1200,GEN3 (75),75,0,67.9298919128905,93,0.998997280683714,86358,8784,2013-01-01,2023-12-31,86294,0.862364029932586,0.300469531365636,0.00864287775507364,973.096947601746,8784,8760,99.7267759562842,High,4016,,,,,,1985,39
,10298_CG804,TX,Air Liquide Bayport Complex,10298,CG804,,2013,"CAIRNOX, CAIRSO2",1990,6,,Harris County,TX201,201,Cogeneration,29.6225,-95.0458,Air Liquide (Owner/Operator)|Air Liquide (Owner/Operator),,,Combustion turbine,Pipeline Natural Gas,Other Gas,,Dry Low NOx Burners|Other,,,1985-03-01,Operating,1200,GEN4 (75),75,0,69.5757999306919,93,0.998860113203188,85876,8784,2013-01-01,2023-12-31,85938,0.818803133130572,0.306750408961915,0.00838805957290853,980.30935862308,8784,8760,99.7267759562842,High,4016,,,,,,1985,39
,10307_1,MA,Bellingham,10307,1,"CP1, CS1",2013,"ARP, CAIROS, RGGI","606343 (Ended Mar 01, 2013), 607025 (Started Mar 01, 2013)",1,,Norfolk County,MA021,21,Electric Utility,42.0925,-71.4833,"Northeast Energy Associates, LP (Owner)|Northeast Energy Associates, LP (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Steam Injection,,,1991-09-15,Operating,1433,"CT1 (128.7), ST1 (128.7)",257.4,1,94.5855484579985,129,0.973367676351398,14559,5607,2013-01-03,2023-11-07,14559,0.672214237319644,0.883168087193761,0.0333730635530049,1059.0309857133,6264,2440,38.9527458492976,Low,3960,,,,,,1991,33
,10307_2,MA,Bellingham,10307,2,"CP1, CS1",2013,"ARP, CAIROS, RGGI","606343 (Ended Mar 01, 2013), 607025 (Started Mar 01, 2013)",1,,Norfolk County,MA021,21,Electric Utility,42.0925,-71.4833,"Northeast Energy Associates, LP (Owner)|Northeast Energy Associates, LP (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Steam Injection,,,1991-09-15,Operating,1433,"ST1 (128.7), CT2 (128.7)",257.4,1,96.46599695586,129,0.980370776255708,16425,5798,2013-01-03,2023-11-08,16425,0.678605856654721,0.922853778020694,0.0273707321260194,1090.68501978691,6360,2811,44.1981132075472,Low,3961,,,,,,1991,33
,10308_1001,NJ,Sayreville Power LP,10308,1001,,2013,"ARP, CAIRNOX, CAIROS, CAIRSO2",606678,2,,Middlesex County,NJ023,23,Cogeneration,40.439,-74.3444,"North Jersey Energy Associates, LP (Owner)|FPL Energy OSI (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,,,Steam Injection,,,1991-08-13,Operating,1400,"CT1 (143.4), ST1 (143.4)",286.8,0,133.110462567138,192,0.963728762468486,36316,8015,2013-01-01,2023-12-14,36492,0.484772420481704,0.624374223849591,0.00489468214606502,1085.81159750082,8544,5509,64.4779962546816,Low,3999,,,,,,1991,33
,10308_1002,NJ,Sayreville Power LP,10308,1002,,2013,"ARP, CAIRNOX, CAIROS, CAIRSO2",606678,2,,Middlesex County,NJ023,23,Cogeneration,40.439,-74.3444,"North Jersey Energy Associates, LP (Owner)|FPL Energy OSI (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,,,Steam Injection,,,1991-08-13,Operating,1400,"ST1 (143.4), CT2 (143.4)",286.8,0,132.67327136334,169,0.96461540552294,36553,8081,2013-01-01,2023-12-14,36792,0.486687812812736,0.657457708424881,0.00491402234848601,1086.52265538704,8544,5509,64.4779962546816,Low,3999,,,,,,1991,33
,10333_1,FL,Brooksville Power Plant,10333,1,,2013,"CAIRNOX, CAIROS, CAIRSO2",603419,4,FRCC,Hernando County,FL053,53,Small Power Producer,28.5814,-82.4303,"Atlantis Energy, LLC (Owner) (Ended May 07, 2013)|Central Power & Lime, Inc. (Owner) (Ended May 07, 2013)|Florida Power Development LLC (Owner) (Started May 07, 2013)|DPS Florida, LLC (Operator)",,,"Stoker (Started Mar 04, 2013), Dry bottom wall-fired boiler (Ended Mar 04, 2013)","Coal, Wood",,"Dry Lime FGD (Began Oct 01, 2013)|Wet Limestone (Retired Sep 30, 2013)","Selective Catalytic Reduction (Began Oct 01, 2013)","Electrostatic Precipitator (Began Oct 01, 2013)|Baghouse (Retired Sep 30, 2013)",,1988-06-29,Operating,900,GEN1 (80),80,0,57.5892965331538,83,0.991254123190845,14827,8065,2013-10-01,2016-12-31,0,,2.34674528135371,1.10331343977457,835.632880107708,8400,1298,15.452380952381,Low,1187,,,,,,1988,36
,10343_SG-101,PA,Mt. Carmel Cogeneration,10343,SG-101,,2013,"ARP, CAIRNOX, CAIROS, CAIRSO2",601038,3,,Northumberland County,PA097,97,Cogeneration,40.8092,-76.4539,"Mt. Carmel Cogeneration, Inc. (Owner)|Mt. Carmel Cogeneration, Inc. (Operator)",Phase 2,,Circulating fluidized bed boiler,Coal,,Fluidized Bed Limestone Injection,,Baghouse,,1990-09-30,Operating,624,TG1 (46),46,0,35.9729022884126,44,0.99627025063567,54996,8784,2013-01-01,2022-12-23,55046,1.9708605818845,1.53330870595173,3.59242936120541,604.727276116963,8784,8758,99.7040072859745,High,3643,,,,,,1990,34
,10349_2,CA,Yuba City Energy Center,10349,2,,2013,ARP,606197,9,,Sutter County,CA101,101,Electric Utility,39.1365,-121.6397,Calpine Corporation (Owner)|Calpine Corporation (Operator),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Water Injection|Selective Catalytic Reduction,,,2002-06-16,Operating,500,GEN1 (49.5),49.5,0,26.3948156014675,50,0.868078296968527,20414,7685,2013-01-05,2023-12-31,20716,0.58674004883,2.97796125056008,0.00592563392130506,260.609280652636,8712,3342,38.3608815426997,Low,4012,,,,,,2002,22
,10350_1,CA,Greenleaf One,10350,1,,2013,ARP,606197,9,,Sutter County,CA101,101,Electric Utility,39.0536,-121.6942,"Calpine Greenleaf Holdings, Inc. (Owner)|Calpine Corporation (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners|Steam Injection,,,1989-03-01,Operating,460,"GEN2 (20), GEN1 (49.5)",69.5,0,42.7072758037225,58,0.918011844331641,5909,4481,2013-01-28,2019-03-11,5909,0.407075693343899,0.739163803486529,0.00411078843106181,292.535603722504,7320,178,2.43169398907104,Low,2233,,,,,,1989,35
,10350_CTGA,CA,Greenleaf One,10350,CTGA,CP1,2022,ARP,606775,9,,Sutter County,CA101,101,Electric Utility,39.0536,-121.6942,"California Department of Water Resources (Owner)|Calpine Greenleaf Holdings, Inc. (Operator)",Phase 2,,Combustion turbine,Pipeline Natural Gas,,,"Water Injection|Selective Catalytic Reduction (Began Jul 01, 2022)",,,2021-09-17,Operating,366.1,CTGA (34.9),34.9,0,17.1428571428571,34,0.713436293436293,206,251,2021-09-17,2023-12-13,227,0.552678378378378,2.89421396396396,0.00576914414414414,159.963293436293,1488,0,0,Low,817,,,,,,2021,3
,10350_CTGB,CA,Greenleaf One,10350,CTGB,CP1,2022,ARP,606775,9,,Sutter County,CA101,101,Electric Utility,39.0536,-121.6942,"California Department of Water Resources (Owner)|Calpine Greenleaf Holdings, Inc. (Operator)",Phase 2,,Combustion turbine,Pipeline Natural Gas,,,"Water Injection|Selective Catalytic Reduction (Began Jul 01, 2022)",,,2021-09-18,Operating,366.1,CTGB (34.9),34.9,0,18.1216216216216,40,0.694864864864865,185,218,2021-09-18,2023-12-12,202,0.914750434998757,2.72782376336068,0.00938205319413373,279.464756756757,1392,0,0,Low,815,,,,,,2021,3
,10377_BLR01A,VA,City Point Energy Center,10377,BLR01A,CS001,2019,"CSNOX, CSOSG2, CSSO2G1, MATS",605867,3,SERC,Hopewell city,VA670,670,Cogeneration,37.2939,-77.2697,"City Point Energy Center, LLC (Owner)|City Point Energy Center, LLC (Operator)",,,Stoker,Coal,,Dry Lime FGD,Other,,,1987-12-01,Operating (Retired 06/27/2019),325,GEN1 (54.2),54.2,,,,,,,,,,,,,,,,,,,,,,,,1987,37
,10377_BLR01B,VA,City Point Energy Center,10377,BLR01B,CS001,2019,"CSNOX, CSOSG2, CSSO2G1, MATS",605867,3,SERC,Hopewell city,VA670,670,Cogeneration,37.2939,-77.2697,"City Point Energy Center, LLC (Owner)|City Point Energy Center, LLC (Operator)",,,Stoker,Coal,,Dry Lime FGD,Other,,,1987-12-01,Operating (Retired 06/27/2019),325,GEN1 (54.2),54.2,,,,,,,,,,,,,,,,,,,,,,,,1987,37
,10377_BLR01C,VA,City Point Energy Center,10377,BLR01C,CS001,2019,"CSNOX, CSOSG2, CSSO2G1, MATS",605867,3,SERC,Hopewell city,VA670,670,Cogeneration,37.2939,-77.2697,"City Point Energy Center, LLC (Owner)|City Point Energy Center, LLC (Operator)",,,Stoker,Coal,,Dry Lime FGD,Other,,,1987-12-01,Operating (Retired 06/27/2019),325,GEN1 (54.2),54.2,,,,,,,,,,,,,,,,,,,,,,,,1987,37
,10377_BLR02A,VA,City Point Energy Center,10377,BLR02A,CS002,2019,"CSNOX, CSOSG2, CSSO2G1, MATS",605867,3,SERC,Hopewell city,VA670,670,Cogeneration,37.2939,-77.2697,"City Point Energy Center, LLC (Owner)|City Point Energy Center, LLC (Operator)",,,Stoker,Coal,,Dry Lime FGD,Other,Baghouse,,1987-12-01,Operating (Retired 06/27/2019),325,GEN2 (54.2),54.2,,,,,,,,,,,,,,,,,,,,,,,,1987,37
,10377_BLR02B,VA,City Point Energy Center,10377,BLR02B,CS002,2019,"CSNOX, CSOSG2, CSSO2G1, MATS",605867,3,SERC,Hopewell city,VA670,670,Cogeneration,37.2939,-77.2697,"City Point Energy Center, LLC (Owner)|City Point Energy Center, LLC (Operator)",,,Stoker,Coal,,Dry Lime FGD,Other,Baghouse,,1987-12-01,Operating (Retired 06/27/2019),325,GEN2 (54.2),54.2,,,,,,,,,,,,,,,,,,,,,,,,1987,37
,10377_BLR02C,VA,City Point Energy Center,10377,BLR02C,CS002,2019,"CSNOX, CSOSG2, CSSO2G1, MATS",605867,3,SERC,Hopewell city,VA670,670,Cogeneration,37.2939,-77.2697,"City Point Energy Center, LLC (Owner)|City Point Energy Center, LLC (Operator)",,,Stoker,Coal,,Dry Lime FGD,Other,Baghouse,,1987-12-01,Operating (Retired 06/27/2019),325,GEN2 (54.2),54.2,,,,,,,,,,,,,,,,,,,,,,,,1987,37
,10378_BLR01A,NC,CPI USA North Carolina Southport,10378,BLR01A,CS001,2021,"CSNOX, CSSO2G1","607265 (Ended Apr 26, 2021), 607386 (Started Apr 26, 2021)",4,,Brunswick County,NC019,19,Cogeneration,33.9444,-78.0125,CPI USA North Carolina LLC (Owner)|CPI USA North Carolina LLC (Operator),,,Stoker,Wood,"Coal, Tire Derived Fuel",,Overfire Air,Baghouse,,1987-09-01,Operating (Retired 04/01/2021),223,GEN1 (54.2),54.2,,,,,,,,,,,,,,,,,,,,,,,,1987,37
,10378_BLR01B,NC,CPI USA North Carolina Southport,10378,BLR01B,CS001,2021,"CSNOX, CSSO2G1","607265 (Ended Apr 26, 2021), 607386 (Started Apr 26, 2021)",4,,Brunswick County,NC019,19,Cogeneration,33.9444,-78.0125,CPI USA North Carolina LLC (Owner)|CPI USA North Carolina LLC (Operator),,,Stoker,Wood,"Coal, Tire Derived Fuel",,Overfire Air,Baghouse,,1987-09-01,Operating (Retired 04/01/2021),223,GEN1 (54.2),54.2,,,,,,,,,,,,,,,,,,,,,,,,1987,37
,10378_BLR01C,NC,CPI USA North Carolina Southport,10378,BLR01C,CS001,2021,"CSNOX, CSSO2G1","607265 (Ended Apr 26, 2021), 607386 (Started Apr 26, 2021)",4,,Brunswick County,NC019,19,Cogeneration,33.9444,-78.0125,CPI USA North Carolina LLC (Owner)|CPI USA North Carolina LLC (Operator),,,Stoker,Wood,"Coal, Tire Derived Fuel",,Overfire Air,Baghouse,,1987-09-01,Operating (Retired 04/01/2021),223,GEN1 (54.2),54.2,,,,,,,,,,,,,,,,,,,,,,,,1987,37
,10378_BLR02A,NC,CPI USA North Carolina Southport,10378,BLR02A,CS002,2021,"CSNOX, CSSO2G1","607265 (Ended Apr 26, 2021), 607386 (Started Apr 26, 2021)",4,,Brunswick County,NC019,19,Cogeneration,33.9444,-78.0125,CPI USA North Carolina LLC (Owner)|CPI USA North Carolina LLC (Operator),,,Stoker,Wood,"Coal, Tire Derived Fuel",,Overfire Air,Baghouse,,1987-09-01,Operating (Retired 04/01/2021),223,GEN2 (54.2),54.2,,,,,,,,,,,,,,,,,,,,,,,,1987,37
,10378_BLR02B,NC,CPI USA North Carolina Southport,10378,BLR02B,CS002,2021,"CSNOX, CSSO2G1","607265 (Ended Apr 26, 2021), 607386 (Started Apr 26, 2021)",4,,Brunswick County,NC019,19,Cogeneration,33.9444,-78.0125,CPI USA North Carolina LLC (Owner)|CPI USA North Carolina LLC (Operator),,,Stoker,Wood,"Coal, Tire Derived Fuel",,Overfire Air,Baghouse,,1987-09-01,Operating (Retired 04/01/2021),223,GEN2 (54.2),54.2,,,,,,,,,,,,,,,,,,,,,,,,1987,37
,10378_BLR02C,NC,CPI USA North Carolina Southport,10378,BLR02C,CS002,2021,"CSNOX, CSSO2G1","607265 (Ended Apr 26, 2021), 607386 (Started Apr 26, 2021)",4,,Brunswick County,NC019,19,Cogeneration,33.9444,-78.0125,CPI USA North Carolina LLC (Owner)|CPI USA North Carolina LLC (Operator),,,Stoker,Wood,"Coal, Tire Derived Fuel",,Overfire Air,Baghouse,,1987-09-01,Operating (Retired 04/01/2021),223,GEN2 (54.2),54.2,,,,,,,,,,,,,,,,,,,,,,,,1987,37
,10379_BLR01A,NC,CPI USA North Carolina Roxboro,10379,BLR01A,CS001,2021,"CSNOX, CSSO2G1",607386,4,SERC,Person County,NC145,145,Cogeneration,36.435,-78.9619,CPI USA North Carolina LLC (Owner)|CPI USA North Carolina LLC (Operator),,,Stoker,Wood,"Coal, Tire Derived Fuel",,Overfire Air,Baghouse,,1987-08-01,Operating (Retired 04/01/2021),220,GEN1 (54.2),54.2,,,,,,,,,,,,,,,,,,,,,,,,1987,37
,10379_BLR01B,NC,CPI USA North Carolina Roxboro,10379,BLR01B,CS001,2021,"CSNOX, CSSO2G1",607386,4,SERC,Person County,NC145,145,Cogeneration,36.435,-78.9619,CPI USA North Carolina LLC (Owner)|CPI USA North Carolina LLC (Operator),,,Stoker,Wood,"Coal, Tire Derived Fuel",,Overfire Air,Baghouse,,1987-08-01,Operating (Retired 04/01/2021),220,GEN1 (54.2),54.2,,,,,,,,,,,,,,,,,,,,,,,,1987,37
,10379_BLR01C,NC,CPI USA North Carolina Roxboro,10379,BLR01C,CS001,2021,"CSNOX, CSSO2G1",607386,4,SERC,Person County,NC145,145,Cogeneration,36.435,-78.9619,CPI USA North Carolina LLC (Owner)|CPI USA North Carolina LLC (Operator),,,Stoker,Wood,"Coal, Tire Derived Fuel",,Overfire Air,Baghouse,,1987-08-01,Operating (Retired 04/01/2021),220,GEN1 (54.2),54.2,,,,,,,,,,,,,,,,,,,,,,,,1987,37
,10380_UNIT1,NC,NC Renewable Power - Elizabethtown,10380,UNIT1,CS1,2018,"ARP, CSNOX, CSSO2G1, MATS",607977,4,,Bladen County,NC017,17,Electric Utility,34.6474,-78.6407,North Carolina Renewable Power - Lumberton LLC (Owner)|North Carolina Renewable Power - Lumberton LLC (Operator),Phase 2,,Stoker,Coal,Other Solid Fuel,,Overfire Air,Baghouse,,1985-01-01,Operating (Retired 01/31/2018),215,GEN1 (35),35,,,,,,,,,,,,,,,,,,,,,,,,1985,39
,10380_UNIT2,NC,NC Renewable Power - Elizabethtown,10380,UNIT2,CS1,2018,"ARP, CSNOX, CSSO2G1, MATS",607977,4,,Bladen County,NC017,17,Electric Utility,34.6474,-78.6407,North Carolina Renewable Power - Lumberton LLC (Owner)|North Carolina Renewable Power - Lumberton LLC (Operator),Phase 2,,Stoker,Coal,Other Solid Fuel,,Overfire Air,Baghouse,,1985-01-01,Operating (Retired 01/31/2018),215,GEN1 (35),35,,,,,,,,,,,,,,,,,,,,,,,,1985,39
,10384_BLR01A,NC,"Edgecombe Genco, LLC",10384,BLR01A,CS001,2020,,,4,,Edgecombe County,NC065,65,Cogeneration,36.0378,-77.7542,"Edgecombe Genco, LLC (Owner)|Edgecombe Genco, LLC (Operator)",,,Stoker,Coal,Tire Derived Fuel,Dry Lime FGD,Overfire Air,Baghouse,,1990-10-01,Retired,750,GEN1 (60),60,,,,,,,,,,,,,,,,,,,,,,,,1990,34
,10384_BLR01B,NC,"Edgecombe Genco, LLC",10384,BLR01B,CS001,2020,,,4,,Edgecombe County,NC065,65,Cogeneration,36.0378,-77.7542,"Edgecombe Genco, LLC (Owner)|Edgecombe Genco, LLC (Operator)",,,Stoker,Coal,Tire Derived Fuel,Dry Lime FGD,Overfire Air,Baghouse,,1990-10-01,Retired,750,GEN1 (60),60,,,,,,,,,,,,,,,,,,,,,,,,1990,34
,10384_BLR02A,NC,"Edgecombe Genco, LLC",10384,BLR02A,CS002,2020,,,4,,Edgecombe County,NC065,65,Cogeneration,36.0378,-77.7542,"Edgecombe Genco, LLC (Owner)|Edgecombe Genco, LLC (Operator)",,,Stoker,Coal,Tire Derived Fuel,Dry Lime FGD,Overfire Air,Baghouse,,1990-10-01,Retired,750,GEN2 (60),60,,,,,,,,,,,,,,,,,,,,,,,,1990,34
